data;empresa;servico;cmv;feriado;evento;obs;Tipo;qtd_hospedes;valor
2031-05-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2031-05-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;506
2031-05-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2031-05-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;858
2031-05-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;20
2031-05-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;396
2031-05-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2031-05-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1045
2031-05-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2031-05-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;792
2031-05-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;17
2031-05-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;385
2031-05-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-05-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;759
2031-05-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2031-05-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;561
2031-05-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;53
2031-05-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;594
2031-05-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-05-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;352
2031-05-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2031-05-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;913
2031-05-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2031-05-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;891
2031-05-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;53
2031-05-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;792
2031-05-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2031-05-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;440
2031-05-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2031-05-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;451
2031-05-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2031-05-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;451
2031-05-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-05-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;605
2031-05-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;29
2031-05-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;693
2031-05-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;23
2031-05-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;374
2031-05-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2031-05-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;363
2031-05-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;17
2031-05-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;649
2031-05-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;30
2031-05-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1056
2031-05-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2031-05-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;891
2031-05-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;25
2031-05-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;484
2031-05-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2031-05-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;594
2031-05-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2031-05-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1056
2031-05-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-05-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;792
2031-05-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2031-05-31;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1023
2031-05-31;Pousada da Ponte;Frigobar;1;0;0;-;-;0;45
2031-06-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1140
2031-06-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;30
2031-06-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;564
2031-06-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2031-06-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1164
2031-06-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2031-06-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1044
2031-06-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2031-06-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;876
2031-06-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2031-06-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;828
2031-06-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-06-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;552
2031-06-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;25
2031-06-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;780
2031-06-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-06-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;876
2031-06-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2031-06-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;720
2031-06-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2031-06-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;672
2031-06-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2031-06-12;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Corpus Christi;8;780
2031-06-12;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Corpus Christi;0;732
2031-06-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1164
2031-06-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2031-06-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;528
2031-06-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;32
2031-06-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;984
2031-06-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;58
2031-06-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;1176
2031-06-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2031-06-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;648
2031-06-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-06-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;864
2031-06-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;33
2031-06-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;888
2031-06-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;54
2031-06-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;636
2031-06-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2031-06-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1164
2031-06-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;38
2031-06-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;468
2031-06-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2031-06-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;600
2031-06-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-06-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;852
2031-06-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2031-06-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;852
2031-06-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;16
2031-06-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;564
2031-06-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;32
2031-06-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;720
2031-06-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2031-06-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;732
2031-06-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;57
2031-06-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;360
2031-06-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2031-06-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1032
2031-06-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2031-07-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;448
2031-07-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;54
2031-07-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;1007
2031-07-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;64
2031-07-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1162
2031-07-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-07-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;560
2031-07-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;21
2031-07-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;1021
2031-07-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-07-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;1036
2031-07-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;60
2031-07-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1218
2031-07-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;29
2031-07-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;602
2031-07-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2031-07-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1176
2031-07-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;35
2031-07-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;1007
2031-07-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;16
2031-07-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1274
2031-07-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;21
2031-07-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;909
2031-07-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2031-07-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1274
2031-07-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;60
2031-07-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;1372
2031-07-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;51
2031-07-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;840
2031-07-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;47
2031-07-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;770
2031-07-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2031-07-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1358
2031-07-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-07-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;1021
2031-07-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;29
2031-07-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1274
2031-07-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;57
2031-07-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;756
2031-07-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;64
2031-07-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;896
2031-07-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2031-07-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;616
2031-07-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;64
2031-07-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1302
2031-07-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2031-07-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1260
2031-07-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2031-07-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1106
2031-07-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;68
2031-07-26;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Fundação da cidade de Goiás;13;1442
2031-07-26;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Fundação da cidade de Goiás;0;546
2031-07-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;518
2031-07-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2031-07-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;923
2031-07-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;39
2031-07-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1246
2031-07-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;15
2031-07-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;798
2031-07-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2031-07-31;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;658
2031-07-31;Pousada da Ponte;Frigobar;1;0;0;-;-;0;40
2031-08-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1235
2031-08-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-08-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;962
2031-08-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2031-08-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;923
2031-08-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2031-08-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;520
2031-08-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-08-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;598
2031-08-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;57
2031-08-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;910
2031-08-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2031-08-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1144
2031-08-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;62
2031-08-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1014
2031-08-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;26
2031-08-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;754
2031-08-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;58
2031-08-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;546
2031-08-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;18
2031-08-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;780
2031-08-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2031-08-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;650
2031-08-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2031-08-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1066
2031-08-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2031-08-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;767
2031-08-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2031-08-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1014
2031-08-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2031-08-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1014
2031-08-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-08-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1053
2031-08-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;20
2031-08-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;702
2031-08-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;23
2031-08-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1170
2031-08-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;53
2031-08-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;871
2031-08-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;58
2031-08-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1196
2031-08-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-08-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;572
2031-08-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;20
2031-08-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;533
2031-08-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2031-08-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;832
2031-08-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;55
2031-08-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1079
2031-08-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2031-08-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;403
2031-08-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2031-08-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;403
2031-08-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;62
2031-08-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;988
2031-08-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;41
2031-08-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1170
2031-08-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-08-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;390
2031-08-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;18
2031-08-31;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;975
2031-08-31;Pousada da Ponte;Frigobar;1;0;0;-;-;0;63
2031-09-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1118
2031-09-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;23
2031-09-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;897
2031-09-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2031-09-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;780
2031-09-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;55
2031-09-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;767
2031-09-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;62
2031-09-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;962
2031-09-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;41
2031-09-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;715
2031-09-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;29
2031-09-07;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Independência do Brasil;14;1404
2031-09-07;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Independência do Brasil;0;546
2031-09-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1222
2031-09-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2031-09-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;858
2031-09-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2031-09-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;494
2031-09-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;29
2031-09-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;754
2031-09-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;35
2031-09-12;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;1014
2031-09-12;Pousada da Ponte;Frigobar;1;0;0;-;-;0;22
2031-09-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;429
2031-09-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2031-09-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;897
2031-09-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;63
2031-09-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;806
2031-09-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;54
2031-09-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;923
2031-09-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;13
2031-09-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;481
2031-09-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;49
2031-09-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;637
2031-09-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-09-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;1274
2031-09-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2031-09-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;520
2031-09-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-09-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;624
2031-09-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2031-09-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1222
2031-09-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-09-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;7;767
2031-09-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-09-24;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;988
2031-09-24;Pousada da Ponte;Frigobar;1;0;0;-;-;0;46
2031-09-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1131
2031-09-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;20
2031-09-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;9;897
2031-09-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;23
2031-09-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;858
2031-09-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;55
2031-09-28;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;416
2031-09-28;Pousada da Ponte;Frigobar;1;0;0;-;-;0;24
2031-09-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1235
2031-09-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;55
2031-09-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;546
2031-09-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2031-10-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1116
2031-10-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;42
2031-10-02;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;972
2031-10-02;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2031-10-03;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1008
2031-10-03;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2031-10-04;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;792
2031-10-04;Pousada da Ponte;Frigobar;1;0;0;-;-;0;58
2031-10-05;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;492
2031-10-05;Pousada da Ponte;Frigobar;1;0;0;-;-;0;19
2031-10-06;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;504
2031-10-06;Pousada da Ponte;Frigobar;1;0;0;-;-;0;48
2031-10-07;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;780
2031-10-07;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-10-08;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1116
2031-10-08;Pousada da Ponte;Frigobar;1;0;0;-;-;0;51
2031-10-09;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;936
2031-10-09;Pousada da Ponte;Frigobar;1;0;0;-;-;0;52
2031-10-10;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;432
2031-10-10;Pousada da Ponte;Frigobar;1;0;0;-;-;0;55
2031-10-11;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;780
2031-10-11;Pousada da Ponte;Frigobar;1;0;0;-;-;0;12
2031-10-12;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Nossa Senhora Aparecida;7;660
2031-10-12;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Nossa Senhora Aparecida;0;528
2031-10-13;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;420
2031-10-13;Pousada da Ponte;Frigobar;1;0;0;-;-;0;27
2031-10-14;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;984
2031-10-14;Pousada da Ponte;Frigobar;1;0;0;-;-;0;40
2031-10-15;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;744
2031-10-15;Pousada da Ponte;Frigobar;1;0;0;-;-;0;28
2031-10-16;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1104
2031-10-16;Pousada da Ponte;Frigobar;1;0;0;-;-;0;50
2031-10-17;Pousada da Ponte;Hospedagem;0;0;0;-;-;5;504
2031-10-17;Pousada da Ponte;Frigobar;1;0;0;-;-;0;44
2031-10-18;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;720
2031-10-18;Pousada da Ponte;Frigobar;1;0;0;-;-;0;14
2031-10-19;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1020
2031-10-19;Pousada da Ponte;Frigobar;1;0;0;-;-;0;24
2031-10-20;Pousada da Ponte;Hospedagem;0;0;0;-;-;13;1188
2031-10-20;Pousada da Ponte;Frigobar;1;0;0;-;-;0;34
2031-10-21;Pousada da Ponte;Hospedagem;0;0;0;-;-;11;1008
2031-10-21;Pousada da Ponte;Frigobar;1;0;0;-;-;0;36
2031-10-22;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;384
2031-10-22;Pousada da Ponte;Frigobar;1;0;0;-;-;0;37
2031-10-23;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;912
2031-10-23;Pousada da Ponte;Frigobar;1;0;0;-;-;0;52
2031-10-24;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Pedra fundamental de Goiânia;9;840
2031-10-24;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Pedra fundamental de Goiânia;0;684
2031-10-25;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;372
2031-10-25;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2031-10-26;Pousada da Ponte;Hospedagem;0;0;0;-;-;10;984
2031-10-26;Pousada da Ponte;Frigobar;1;0;0;-;-;0;32
2031-10-27;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;756
2031-10-27;Pousada da Ponte;Frigobar;1;0;0;-;-;0;54
2031-10-28;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Dia do Servidor Público;12;1104
2031-10-28;Pousada da Ponte;Frigobar;1;1;0;FERIADO;Dia do Servidor Público;0;360
2031-10-29;Pousada da Ponte;Hospedagem;0;0;0;-;-;12;1152
2031-10-29;Pousada da Ponte;Frigobar;1;0;0;-;-;0;43
2031-10-30;Pousada da Ponte;Hospedagem;0;0;0;-;-;8;744
2031-10-30;Pousada da Ponte;Frigobar;1;0;0;-;-;0;25
2031-10-31;Pousada da Ponte;Hospedagem;0;0;0;-;-;4;420
2031-10-31;Pousada da Ponte;Frigobar;1;0;0;-;-;0;30
2031-11-01;Pousada da Ponte;Hospedagem;0;0;0;-;-;6;495
2031-11-01;Pousada da Ponte;Frigobar;1;0;0;-;-;0;31
2031-11-02;Pousada da Ponte;Hospedagem;0;1;0;FERIADO;Finados;14;1188
