data;empresa;categoria;tipo;descricao;valor
2032-08-31;Pousada da Ponte;Variável;Operacional;Aluguel Carro;1500
2032-08-31;Pousada da Ponte;Variável;Operacional;Manutenção;778
2032-08-31;Pousada da Ponte;Variável;CMV;Mercadoria;12471
2032-09-30;Pousada da Ponte;Fixa;Administrativa;Contabilidade;400
2032-09-30;Pousada da Ponte;Fixa;Administrativa;Advocacia;500
2032-09-30;Pousada da Ponte;Fixa;Administrativa;Sistemas;55
2032-09-30;Pousada da Ponte;Fixa;Administrativa;Impostos;2079
2032-09-30;Pousada da Ponte;Fixa;Folha de Pagamento;Salário;3217
2032-09-30;Pousada da Ponte;Fixa;Folha de Pagamento;FGTS;241
2032-09-30;Pousada da Ponte;Fixa;Folha de Pagamento;INSS;221
2032-09-30;Pousada da Ponte;Variável;Folha de Pagamento;Diária;465
2032-09-30;Pousada da Ponte;Variável;Operacional;Combustível;1515
2032-09-30;Pousada da Ponte;Variável;Operacional;Aluguel Carro;1500
2032-09-30;Pousada da Ponte;Variável;Operacional;Manutenção;258
2032-09-30;Pousada da Ponte;Variável;CMV;Mercadoria;12298
2032-10-31;Pousada da Ponte;Fixa;Administrativa;Contabilidade;400
2032-10-31;Pousada da Ponte;Fixa;Administrativa;Advocacia;500
2032-10-31;Pousada da Ponte;Fixa;Administrativa;Sistemas;55
2032-10-31;Pousada da Ponte;Fixa;Administrativa;Impostos;2321
2032-10-31;Pousada da Ponte;Fixa;Folha de Pagamento;Salário;3091
2032-10-31;Pousada da Ponte;Fixa;Folha de Pagamento;FGTS;194
2032-10-31;Pousada da Ponte;Fixa;Folha de Pagamento;INSS;173
2032-10-31;Pousada da Ponte;Variável;Folha de Pagamento;Diária;428
2032-10-31;Pousada da Ponte;Variável;Operacional;Combustível;1625
2032-10-31;Pousada da Ponte;Variável;Operacional;Aluguel Carro;1500
2032-10-31;Pousada da Ponte;Variável;Operacional;Manutenção;370
2032-10-31;Pousada da Ponte;Variável;CMV;Mercadoria;12787
2032-11-30;Pousada da Ponte;Fixa;Administrativa;Contabilidade;400
2032-11-30;Pousada da Ponte;Fixa;Administrativa;Advocacia;500
2032-11-30;Pousada da Ponte;Fixa;Administrativa;Sistemas;55
2032-11-30;Pousada da Ponte;Fixa;Administrativa;Impostos;2488
2032-11-30;Pousada da Ponte;Fixa;Folha de Pagamento;Salário;3321
2032-11-30;Pousada da Ponte;Fixa;Folha de Pagamento;FGTS;239
2032-11-30;Pousada da Ponte;Fixa;Folha de Pagamento;INSS;189
2032-11-30;Pousada da Ponte;Variável;Folha de Pagamento;Diária;436
2032-11-30;Pousada da Ponte;Variável;Operacional;Combustível;1323
2032-11-30;Pousada da Ponte;Variável;Operacional;Aluguel Carro;1500
2032-11-30;Pousada da Ponte;Variável;Operacional;Manutenção;762
2032-11-30;Pousada da Ponte;Variável;CMV;Mercadoria;12187
2032-12-31;Pousada da Ponte;Fixa;Administrativa;Contabilidade;400
2032-12-31;Pousada da Ponte;Fixa;Administrativa;Advocacia;500
2032-12-31;Pousada da Ponte;Fixa;Administrativa;Sistemas;55
2032-12-31;Pousada da Ponte;Fixa;Administrativa;Impostos;2953
2032-12-31;Pousada da Ponte;Fixa;Folha de Pagamento;Salário;3236
2032-12-31;Pousada da Ponte;Fixa;Folha de Pagamento;FGTS;164
2032-12-31;Pousada da Ponte;Fixa;Folha de Pagamento;INSS;176
2032-12-31;Pousada da Ponte;Variável;Folha de Pagamento;Diária;208
2032-12-31;Pousada da Ponte;Variável;Operacional;Combustível;1728
2032-12-31;Pousada da Ponte;Variável;Operacional;Aluguel Carro;1500
2032-12-31;Pousada da Ponte;Variável;Operacional;Manutenção;278
2032-12-31;Pousada da Ponte;Variável;CMV;Mercadoria;13521
