data;empresa;servico;cmv;valor
2030-09-28;MH Refeições;Rondon R/R;1;26
2030-09-28;MH Refeições;Elisa Agro;1;260
2030-09-29;MH Refeições;Grupo Tamburi;1;743
2030-09-29;MH Refeições;Vantage;1;130
2030-09-29;MH Refeições;Rondon R/R;1;0
2030-09-29;MH Refeições;Elisa Agro;1;494
2030-09-30;MH Refeições;Grupo Tamburi;1;686
2030-09-30;MH Refeições;Vantage;1;130
2030-09-30;MH Refeições;Rondon R/R;1;26
2030-09-30;MH Refeições;Elisa Agro;1;416
2030-10-01;MH Refeições;Grupo Tamburi;1;528
2030-10-01;MH Refeições;Vantage;1;120
2030-10-01;MH Refeições;Rondon R/R;1;24
2030-10-01;MH Refeições;Elisa Agro;1;360
2030-10-02;MH Refeições;Grupo Tamburi;1;528
2030-10-02;MH Refeições;Vantage;1;150
2030-10-02;MH Refeições;Rondon R/R;1;24
2030-10-02;MH Refeições;Elisa Agro;1;408
2030-10-03;MH Refeições;Grupo Tamburi;1;660
2030-10-03;MH Refeições;Vantage;1;150
2030-10-03;MH Refeições;Rondon R/R;1;24
2030-10-03;MH Refeições;Elisa Agro;1;336
2030-10-04;MH Refeições;Grupo Tamburi;1;739
2030-10-04;MH Refeições;Vantage;1;150
2030-10-04;MH Refeições;Rondon R/R;1;24
2030-10-04;MH Refeições;Elisa Agro;1;288
2030-10-05;MH Refeições;Grupo Tamburi;1;528
2030-10-05;MH Refeições;Vantage;1;120
2030-10-05;MH Refeições;Rondon R/R;1;24
2030-10-05;MH Refeições;Elisa Agro;1;264
2030-10-06;MH Refeições;Grupo Tamburi;1;633
2030-10-06;MH Refeições;Vantage;1;150
2030-10-06;MH Refeições;Rondon R/R;1;24
2030-10-06;MH Refeições;Elisa Agro;1;408
2030-10-07;MH Refeições;Grupo Tamburi;1;580
2030-10-07;MH Refeições;Vantage;1;150
2030-10-07;MH Refeições;Rondon R/R;1;0
2030-10-07;MH Refeições;Elisa Agro;1;312
2030-10-08;MH Refeições;Grupo Tamburi;1;633
2030-10-08;MH Refeições;Vantage;1;120
2030-10-08;MH Refeições;Rondon R/R;1;24
2030-10-08;MH Refeições;Elisa Agro;1;384
2030-10-09;MH Refeições;Grupo Tamburi;1;554
2030-10-09;MH Refeições;Vantage;1;150
2030-10-09;MH Refeições;Rondon R/R;1;24
2030-10-09;MH Refeições;Elisa Agro;1;456
2030-10-10;MH Refeições;Grupo Tamburi;1;633
2030-10-10;MH Refeições;Vantage;1;120
2030-10-10;MH Refeições;Rondon R/R;1;24
2030-10-10;MH Refeições;Elisa Agro;1;432
2030-10-11;MH Refeições;Grupo Tamburi;1;765
2030-10-11;MH Refeições;Vantage;1;150
2030-10-11;MH Refeições;Rondon R/R;1;24
2030-10-11;MH Refeições;Elisa Agro;1;336
2030-10-12;MH Refeições;Grupo Tamburi;1;712
2030-10-12;MH Refeições;Vantage;1;120
2030-10-12;MH Refeições;Rondon R/R;1;0
2030-10-12;MH Refeições;Elisa Agro;1;336
2030-10-13;MH Refeições;Grupo Tamburi;1;633
2030-10-13;MH Refeições;Vantage;1;150
2030-10-13;MH Refeições;Rondon R/R;1;0
2030-10-13;MH Refeições;Elisa Agro;1;264
2030-10-14;MH Refeições;Grupo Tamburi;1;633
2030-10-14;MH Refeições;Vantage;1;150
2030-10-14;MH Refeições;Rondon R/R;1;0
2030-10-14;MH Refeições;Elisa Agro;1;264
2030-10-15;MH Refeições;Grupo Tamburi;1;712
2030-10-15;MH Refeições;Vantage;1;150
2030-10-15;MH Refeições;Rondon R/R;1;24
2030-10-15;MH Refeições;Elisa Agro;1;312
2030-10-16;MH Refeições;Grupo Tamburi;1;660
2030-10-16;MH Refeições;Vantage;1;150
2030-10-16;MH Refeições;Rondon R/R;1;24
2030-10-16;MH Refeições;Elisa Agro;1;360
2030-10-17;MH Refeições;Grupo Tamburi;1;528
2030-10-17;MH Refeições;Vantage;1;150
2030-10-17;MH Refeições;Rondon R/R;1;0
2030-10-17;MH Refeições;Elisa Agro;1;336
2030-10-18;MH Refeições;Grupo Tamburi;1;712
2030-10-18;MH Refeições;Vantage;1;150
2030-10-18;MH Refeições;Rondon R/R;1;0
2030-10-18;MH Refeições;Elisa Agro;1;336
2030-10-19;MH Refeições;Grupo Tamburi;1;528
2030-10-19;MH Refeições;Vantage;1;120
2030-10-19;MH Refeições;Rondon R/R;1;0
2030-10-19;MH Refeições;Elisa Agro;1;384
2030-10-20;MH Refeições;Grupo Tamburi;1;712
2030-10-20;MH Refeições;Vantage;1;120
2030-10-20;MH Refeições;Rondon R/R;1;24
2030-10-20;MH Refeições;Elisa Agro;1;336
2030-10-21;MH Refeições;Grupo Tamburi;1;607
2030-10-21;MH Refeições;Vantage;1;150
2030-10-21;MH Refeições;Rondon R/R;1;24
2030-10-21;MH Refeições;Elisa Agro;1;432
2030-10-22;MH Refeições;Grupo Tamburi;1;712
2030-10-22;MH Refeições;Vantage;1;120
2030-10-22;MH Refeições;Rondon R/R;1;0
2030-10-22;MH Refeições;Elisa Agro;1;360
2030-10-23;MH Refeições;Grupo Tamburi;1;739
2030-10-23;MH Refeições;Vantage;1;120
2030-10-23;MH Refeições;Rondon R/R;1;24
2030-10-23;MH Refeições;Elisa Agro;1;264
2030-10-24;MH Refeições;Grupo Tamburi;1;554
2030-10-24;MH Refeições;Vantage;1;120
2030-10-24;MH Refeições;Rondon R/R;1;0
2030-10-24;MH Refeições;Elisa Agro;1;360
2030-10-25;MH Refeições;Grupo Tamburi;1;528
2030-10-25;MH Refeições;Vantage;1;150
2030-10-25;MH Refeições;Rondon R/R;1;24
2030-10-25;MH Refeições;Elisa Agro;1;288
2030-10-26;MH Refeições;Grupo Tamburi;1;739
2030-10-26;MH Refeições;Vantage;1;150
2030-10-26;MH Refeições;Rondon R/R;1;0
2030-10-26;MH Refeições;Elisa Agro;1;360
2030-10-27;MH Refeições;Grupo Tamburi;1;739
2030-10-27;MH Refeições;Vantage;1;150
2030-10-27;MH Refeições;Rondon R/R;1;0
2030-10-27;MH Refeições;Elisa Agro;1;312
2030-10-28;MH Refeições;Grupo Tamburi;1;686
2030-10-28;MH Refeições;Vantage;1;150
2030-10-28;MH Refeições;Rondon R/R;1;24
2030-10-28;MH Refeições;Elisa Agro;1;336
2030-10-29;MH Refeições;Grupo Tamburi;1;607
2030-10-29;MH Refeições;Vantage;1;150
2030-10-29;MH Refeições;Rondon R/R;1;0
2030-10-29;MH Refeições;Elisa Agro;1;384
2030-10-30;MH Refeições;Grupo Tamburi;1;580
2030-10-30;MH Refeições;Vantage;1;150
2030-10-30;MH Refeições;Rondon R/R;1;24
2030-10-30;MH Refeições;Elisa Agro;1;336
2030-10-31;MH Refeições;Grupo Tamburi;1;765
2030-10-31;MH Refeições;Vantage;1;150
2030-10-31;MH Refeições;Rondon R/R;1;24
2030-10-31;MH Refeições;Elisa Agro;1;312
2030-11-01;MH Refeições;Grupo Tamburi;1;580
2030-11-01;MH Refeições;Vantage;1;110
2030-11-01;MH Refeições;Rondon R/R;1;22
2030-11-01;MH Refeições;Elisa Agro;1;374
2030-11-02;MH Refeições;Grupo Tamburi;1;677
2030-11-02;MH Refeições;Vantage;1;137
2030-11-02;MH Refeições;Rondon R/R;1;22
2030-11-02;MH Refeições;Elisa Agro;1;242
2030-11-03;MH Refeições;Grupo Tamburi;1;484
2030-11-03;MH Refeições;Vantage;1;137
2030-11-03;MH Refeições;Rondon R/R;1;22
2030-11-03;MH Refeições;Elisa Agro;1;220
2030-11-04;MH Refeições;Grupo Tamburi;1;653
2030-11-04;MH Refeições;Vantage;1;110
2030-11-04;MH Refeições;Rondon R/R;1;22
2030-11-04;MH Refeições;Elisa Agro;1;396
2030-11-05;MH Refeições;Grupo Tamburi;1;508
2030-11-05;MH Refeições;Vantage;1;137
2030-11-05;MH Refeições;Rondon R/R;1;22
2030-11-05;MH Refeições;Elisa Agro;1;220
2030-11-06;MH Refeições;Grupo Tamburi;1;677
2030-11-06;MH Refeições;Vantage;1;137
2030-11-06;MH Refeições;Rondon R/R;1;22
2030-11-06;MH Refeições;Elisa Agro;1;396
2030-11-07;MH Refeições;Grupo Tamburi;1;701
2030-11-07;MH Refeições;Vantage;1;137
2030-11-07;MH Refeições;Rondon R/R;1;0
2030-11-07;MH Refeições;Elisa Agro;1;396
2030-11-08;MH Refeições;Grupo Tamburi;1;653
2030-11-08;MH Refeições;Vantage;1;137
2030-11-08;MH Refeições;Rondon R/R;1;0
2030-11-08;MH Refeições;Elisa Agro;1;308
2030-11-09;MH Refeições;Grupo Tamburi;1;532
2030-11-09;MH Refeições;Vantage;1;137
2030-11-09;MH Refeições;Rondon R/R;1;0
2030-11-09;MH Refeições;Elisa Agro;1;220
2030-11-10;MH Refeições;Grupo Tamburi;1;653
2030-11-10;MH Refeições;Vantage;1;137
2030-11-10;MH Refeições;Rondon R/R;1;0
2030-11-10;MH Refeições;Elisa Agro;1;374
2030-11-11;MH Refeições;Grupo Tamburi;1;580
2030-11-11;MH Refeições;Vantage;1;110
2030-11-11;MH Refeições;Rondon R/R;1;0
2030-11-11;MH Refeições;Elisa Agro;1;220
2030-11-12;MH Refeições;Grupo Tamburi;1;605
2030-11-12;MH Refeições;Vantage;1;137
2030-11-12;MH Refeições;Rondon R/R;1;0
2030-11-12;MH Refeições;Elisa Agro;1;264
2030-11-13;MH Refeições;Grupo Tamburi;1;508
2030-11-13;MH Refeições;Vantage;1;110
2030-11-13;MH Refeições;Rondon R/R;1;0
2030-11-13;MH Refeições;Elisa Agro;1;352
2030-11-14;MH Refeições;Grupo Tamburi;1;484
2030-11-14;MH Refeições;Vantage;1;137
2030-11-14;MH Refeições;Rondon R/R;1;22
2030-11-14;MH Refeições;Elisa Agro;1;286
2030-11-15;MH Refeições;Grupo Tamburi;1;629
2030-11-15;MH Refeições;Vantage;1;137
2030-11-15;MH Refeições;Rondon R/R;1;0
2030-11-15;MH Refeições;Elisa Agro;1;418
2030-11-16;MH Refeições;Grupo Tamburi;1;484
2030-11-16;MH Refeições;Vantage;1;110
2030-11-16;MH Refeições;Rondon R/R;1;22
2030-11-16;MH Refeições;Elisa Agro;1;242
2030-11-17;MH Refeições;Grupo Tamburi;1;629
2030-11-17;MH Refeições;Vantage;1;110
2030-11-17;MH Refeições;Rondon R/R;1;22
2030-11-17;MH Refeições;Elisa Agro;1;374
2030-11-18;MH Refeições;Grupo Tamburi;1;508
2030-11-18;MH Refeições;Vantage;1;137
2030-11-18;MH Refeições;Rondon R/R;1;22
2030-11-18;MH Refeições;Elisa Agro;1;242
2030-11-19;MH Refeições;Grupo Tamburi;1;532
2030-11-19;MH Refeições;Vantage;1;137
2030-11-19;MH Refeições;Rondon R/R;1;0
2030-11-19;MH Refeições;Elisa Agro;1;220
2030-11-20;MH Refeições;Grupo Tamburi;1;701
2030-11-20;MH Refeições;Vantage;1;137
2030-11-20;MH Refeições;Rondon R/R;1;22
2030-11-20;MH Refeições;Elisa Agro;1;308
2030-11-21;MH Refeições;Grupo Tamburi;1;605
2030-11-21;MH Refeições;Vantage;1;110
2030-11-21;MH Refeições;Rondon R/R;1;0
2030-11-21;MH Refeições;Elisa Agro;1;220
2030-11-22;MH Refeições;Grupo Tamburi;1;532
2030-11-22;MH Refeições;Vantage;1;110
2030-11-22;MH Refeições;Rondon R/R;1;0
2030-11-22;MH Refeições;Elisa Agro;1;330
2030-11-23;MH Refeições;Grupo Tamburi;1;508
2030-11-23;MH Refeições;Vantage;1;110
2030-11-23;MH Refeições;Rondon R/R;1;0
2030-11-23;MH Refeições;Elisa Agro;1;396
2030-11-24;MH Refeições;Grupo Tamburi;1;629
2030-11-24;MH Refeições;Vantage;1;110
2030-11-24;MH Refeições;Rondon R/R;1;0
2030-11-24;MH Refeições;Elisa Agro;1;374
2030-11-25;MH Refeições;Grupo Tamburi;1;580
2030-11-25;MH Refeições;Vantage;1;137
2030-11-25;MH Refeições;Rondon R/R;1;22
2030-11-25;MH Refeições;Elisa Agro;1;308
2030-11-26;MH Refeições;Grupo Tamburi;1;556
2030-11-26;MH Refeições;Vantage;1;110
2030-11-26;MH Refeições;Rondon R/R;1;22
2030-11-26;MH Refeições;Elisa Agro;1;352
2030-11-27;MH Refeições;Grupo Tamburi;1;701
2030-11-27;MH Refeições;Vantage;1;110
2030-11-27;MH Refeições;Rondon R/R;1;0
2030-11-27;MH Refeições;Elisa Agro;1;220
2030-11-28;MH Refeições;Grupo Tamburi;1;580
2030-11-28;MH Refeições;Vantage;1;137
2030-11-28;MH Refeições;Rondon R/R;1;22
2030-11-28;MH Refeições;Elisa Agro;1;242
2030-11-29;MH Refeições;Grupo Tamburi;1;629
2030-11-29;MH Refeições;Vantage;1;137
2030-11-29;MH Refeições;Rondon R/R;1;22
2030-11-29;MH Refeições;Elisa Agro;1;220
2030-11-30;MH Refeições;Grupo Tamburi;1;508
2030-11-30;MH Refeições;Vantage;1;110
2030-11-30;MH Refeições;Rondon R/R;1;0
2030-11-30;MH Refeições;Elisa Agro;1;220
2030-12-01;MH Refeições;Grupo Tamburi;1;572
2030-12-01;MH Refeições;Vantage;1;162
2030-12-01;MH Refeições;Rondon R/R;1;26
2030-12-01;MH Refeições;Elisa Agro;1;494
2030-12-02;MH Refeições;Grupo Tamburi;1;657
2030-12-02;MH Refeições;Vantage;1;130
2030-12-02;MH Refeições;Rondon R/R;1;26
2030-12-02;MH Refeições;Elisa Agro;1;390
2030-12-03;MH Refeições;Grupo Tamburi;1;772
2030-12-03;MH Refeições;Vantage;1;162
2030-12-03;MH Refeições;Rondon R/R;1;0
2030-12-03;MH Refeições;Elisa Agro;1;494
2030-12-04;MH Refeições;Grupo Tamburi;1;715
2030-12-04;MH Refeições;Vantage;1;162
2030-12-04;MH Refeições;Rondon R/R;1;0
2030-12-04;MH Refeições;Elisa Agro;1;390
2030-12-05;MH Refeições;Grupo Tamburi;1;829
2030-12-05;MH Refeições;Vantage;1;130
2030-12-05;MH Refeições;Rondon R/R;1;0
2030-12-05;MH Refeições;Elisa Agro;1;442
2030-12-06;MH Refeições;Grupo Tamburi;1;629
2030-12-06;MH Refeições;Vantage;1;130
2030-12-06;MH Refeições;Rondon R/R;1;26
2030-12-06;MH Refeições;Elisa Agro;1;364
2030-12-07;MH Refeições;Grupo Tamburi;1;715
2030-12-07;MH Refeições;Vantage;1;130
2030-12-07;MH Refeições;Rondon R/R;1;26
2030-12-07;MH Refeições;Elisa Agro;1;286
2030-12-08;MH Refeições;Grupo Tamburi;1;686
2030-12-08;MH Refeições;Vantage;1;130
2030-12-08;MH Refeições;Rondon R/R;1;26
2030-12-08;MH Refeições;Elisa Agro;1;286
2030-12-09;MH Refeições;Grupo Tamburi;1;829
2030-12-09;MH Refeições;Vantage;1;162
2030-12-09;MH Refeições;Rondon R/R;1;0
2030-12-09;MH Refeições;Elisa Agro;1;442
2030-12-10;MH Refeições;Grupo Tamburi;1;715
2030-12-10;MH Refeições;Vantage;1;130
2030-12-10;MH Refeições;Rondon R/R;1;26
2030-12-10;MH Refeições;Elisa Agro;1;312
2030-12-11;MH Refeições;Grupo Tamburi;1;772
2030-12-11;MH Refeições;Vantage;1;130
2030-12-11;MH Refeições;Rondon R/R;1;0
2030-12-11;MH Refeições;Elisa Agro;1;312
2030-12-12;MH Refeições;Grupo Tamburi;1;829
2030-12-12;MH Refeições;Vantage;1;130
2030-12-12;MH Refeições;Rondon R/R;1;26
2030-12-12;MH Refeições;Elisa Agro;1;442
2030-12-13;MH Refeições;Grupo Tamburi;1;743
2030-12-13;MH Refeições;Vantage;1;130
2030-12-13;MH Refeições;Rondon R/R;1;0
2030-12-13;MH Refeições;Elisa Agro;1;494
2030-12-14;MH Refeições;Grupo Tamburi;1;600
2030-12-14;MH Refeições;Vantage;1;162
2030-12-14;MH Refeições;Rondon R/R;1;26
2030-12-14;MH Refeições;Elisa Agro;1;416
2030-12-15;MH Refeições;Grupo Tamburi;1;572
2030-12-15;MH Refeições;Vantage;1;162
2030-12-15;MH Refeições;Rondon R/R;1;26
2030-12-15;MH Refeições;Elisa Agro;1;442
2030-12-16;MH Refeições;Grupo Tamburi;1;600
2030-12-16;MH Refeições;Vantage;1;130
2030-12-16;MH Refeições;Rondon R/R;1;0
2030-12-16;MH Refeições;Elisa Agro;1;260
2030-12-17;MH Refeições;Grupo Tamburi;1;743
2030-12-17;MH Refeições;Vantage;1;162
2030-12-17;MH Refeições;Rondon R/R;1;0
2030-12-17;MH Refeições;Elisa Agro;1;338
2030-12-18;MH Refeições;Grupo Tamburi;1;657
2030-12-18;MH Refeições;Vantage;1;162
2030-12-18;MH Refeições;Rondon R/R;1;0
2030-12-18;MH Refeições;Elisa Agro;1;286
2030-12-19;MH Refeições;Grupo Tamburi;1;657
2030-12-19;MH Refeições;Vantage;1;130
2030-12-19;MH Refeições;Rondon R/R;1;0
2030-12-19;MH Refeições;Elisa Agro;1;494
2030-12-20;MH Refeições;Grupo Tamburi;1;572
2030-12-20;MH Refeições;Vantage;1;162
2030-12-20;MH Refeições;Rondon R/R;1;0
2030-12-20;MH Refeições;Elisa Agro;1;286
2030-12-21;MH Refeições;Grupo Tamburi;1;772
2030-12-21;MH Refeições;Vantage;1;130
2030-12-21;MH Refeições;Rondon R/R;1;26
2030-12-21;MH Refeições;Elisa Agro;1;260
2030-12-22;MH Refeições;Grupo Tamburi;1;715
2030-12-22;MH Refeições;Vantage;1;130
2030-12-22;MH Refeições;Rondon R/R;1;26
2030-12-22;MH Refeições;Elisa Agro;1;494
2030-12-23;MH Refeições;Grupo Tamburi;1;600
2030-12-23;MH Refeições;Vantage;1;162
2030-12-23;MH Refeições;Rondon R/R;1;0
2030-12-23;MH Refeições;Elisa Agro;1;286
2030-12-24;MH Refeições;Grupo Tamburi;1;686
2030-12-24;MH Refeições;Vantage;1;162
2030-12-24;MH Refeições;Rondon R/R;1;26
2030-12-24;MH Refeições;Elisa Agro;1;390
2030-12-25;MH Refeições;Grupo Tamburi;1;600
2030-12-25;MH Refeições;Vantage;1;162
2030-12-25;MH Refeições;Rondon R/R;1;0
2030-12-25;MH Refeições;Elisa Agro;1;416
2030-12-26;MH Refeições;Grupo Tamburi;1;772
2030-12-26;MH Refeições;Vantage;1;130
2030-12-26;MH Refeições;Rondon R/R;1;26
2030-12-26;MH Refeições;Elisa Agro;1;312
2030-12-27;MH Refeições;Grupo Tamburi;1;800
2030-12-27;MH Refeições;Vantage;1;162
2030-12-27;MH Refeições;Rondon R/R;1;0
2030-12-27;MH Refeições;Elisa Agro;1;494
2030-12-28;MH Refeições;Grupo Tamburi;1;800
2030-12-28;MH Refeições;Vantage;1;130
2030-12-28;MH Refeições;Rondon R/R;1;26
2030-12-28;MH Refeições;Elisa Agro;1;390
2030-12-29;MH Refeições;Grupo Tamburi;1;686
2030-12-29;MH Refeições;Vantage;1;162
2030-12-29;MH Refeições;Rondon R/R;1;0
2030-12-29;MH Refeições;Elisa Agro;1;416
2030-12-30;MH Refeições;Grupo Tamburi;1;800
2030-12-30;MH Refeições;Vantage;1;162
2030-12-30;MH Refeições;Rondon R/R;1;0
2030-12-30;MH Refeições;Elisa Agro;1;312
2030-12-31;MH Refeições;Grupo Tamburi;1;715
2030-12-31;MH Refeições;Vantage;1;162
2030-12-31;MH Refeições;Rondon R/R;1;0
2030-12-31;MH Refeições;Elisa Agro;1;286
2031-01-01;MH Refeições;Grupo Tamburi;1;765
2031-01-01;MH Refeições;Vantage;1;120
2031-01-01;MH Refeições;Rondon R/R;1;0
2031-01-01;MH Refeições;Elisa Agro;1;240
2031-01-02;MH Refeições;Grupo Tamburi;1;739
2031-01-02;MH Refeições;Vantage;1;150
2031-01-02;MH Refeições;Rondon R/R;1;0
2031-01-02;MH Refeições;Elisa Agro;1;456
2031-01-03;MH Refeições;Grupo Tamburi;1;660
2031-01-03;MH Refeições;Vantage;1;120
2031-01-03;MH Refeições;Rondon R/R;1;0
2031-01-03;MH Refeições;Elisa Agro;1;312
2031-01-04;MH Refeições;Grupo Tamburi;1;765
2031-01-04;MH Refeições;Vantage;1;120
2031-01-04;MH Refeições;Rondon R/R;1;0
2031-01-04;MH Refeições;Elisa Agro;1;264
2031-01-05;MH Refeições;Grupo Tamburi;1;580
2031-01-05;MH Refeições;Vantage;1;150
2031-01-05;MH Refeições;Rondon R/R;1;24
2031-01-05;MH Refeições;Elisa Agro;1;384
2031-01-06;MH Refeições;Grupo Tamburi;1;633
2031-01-06;MH Refeições;Vantage;1;120
2031-01-06;MH Refeições;Rondon R/R;1;24
2031-01-06;MH Refeições;Elisa Agro;1;240
2031-01-07;MH Refeições;Grupo Tamburi;1;554
2031-01-07;MH Refeições;Vantage;1;120
2031-01-07;MH Refeições;Rondon R/R;1;0
2031-01-07;MH Refeições;Elisa Agro;1;288
2031-01-08;MH Refeições;Grupo Tamburi;1;686
2031-01-08;MH Refeições;Vantage;1;120
2031-01-08;MH Refeições;Rondon R/R;1;24
2031-01-08;MH Refeições;Elisa Agro;1;432
2031-01-09;MH Refeições;Grupo Tamburi;1;765
2031-01-09;MH Refeições;Vantage;1;150
2031-01-09;MH Refeições;Rondon R/R;1;24
2031-01-09;MH Refeições;Elisa Agro;1;432
2031-01-10;MH Refeições;Grupo Tamburi;1;580
2031-01-10;MH Refeições;Vantage;1;150
2031-01-10;MH Refeições;Rondon R/R;1;0
2031-01-10;MH Refeições;Elisa Agro;1;288
2031-01-11;MH Refeições;Grupo Tamburi;1;607
2031-01-11;MH Refeições;Vantage;1;120
2031-01-11;MH Refeições;Rondon R/R;1;0
2031-01-11;MH Refeições;Elisa Agro;1;312
2031-01-12;MH Refeições;Grupo Tamburi;1;686
2031-01-12;MH Refeições;Vantage;1;150
2031-01-12;MH Refeições;Rondon R/R;1;0
2031-01-12;MH Refeições;Elisa Agro;1;312
2031-01-13;MH Refeições;Grupo Tamburi;1;633
2031-01-13;MH Refeições;Vantage;1;150
2031-01-13;MH Refeições;Rondon R/R;1;0
2031-01-13;MH Refeições;Elisa Agro;1;240
2031-01-14;MH Refeições;Grupo Tamburi;1;660
2031-01-14;MH Refeições;Vantage;1;120
2031-01-14;MH Refeições;Rondon R/R;1;24
2031-01-14;MH Refeições;Elisa Agro;1;408
2031-01-15;MH Refeições;Grupo Tamburi;1;633
2031-01-15;MH Refeições;Vantage;1;150
2031-01-15;MH Refeições;Rondon R/R;1;0
2031-01-15;MH Refeições;Elisa Agro;1;264
2031-01-16;MH Refeições;Grupo Tamburi;1;607
2031-01-16;MH Refeições;Vantage;1;120
2031-01-16;MH Refeições;Rondon R/R;1;0
2031-01-16;MH Refeições;Elisa Agro;1;408
2031-01-17;MH Refeições;Grupo Tamburi;1;739
2031-01-17;MH Refeições;Vantage;1;150
2031-01-17;MH Refeições;Rondon R/R;1;24
2031-01-17;MH Refeições;Elisa Agro;1;360
2031-01-18;MH Refeições;Grupo Tamburi;1;739
2031-01-18;MH Refeições;Vantage;1;120
2031-01-18;MH Refeições;Rondon R/R;1;24
2031-01-18;MH Refeições;Elisa Agro;1;408
2031-01-19;MH Refeições;Grupo Tamburi;1;633
2031-01-19;MH Refeições;Vantage;1;150
2031-01-19;MH Refeições;Rondon R/R;1;24
2031-01-19;MH Refeições;Elisa Agro;1;456
2031-01-20;MH Refeições;Grupo Tamburi;1;554
2031-01-20;MH Refeições;Vantage;1;120
2031-01-20;MH Refeições;Rondon R/R;1;0
2031-01-20;MH Refeições;Elisa Agro;1;264
2031-01-21;MH Refeições;Grupo Tamburi;1;765
2031-01-21;MH Refeições;Vantage;1;150
2031-01-21;MH Refeições;Rondon R/R;1;24
2031-01-21;MH Refeições;Elisa Agro;1;336
2031-01-22;MH Refeições;Grupo Tamburi;1;633
2031-01-22;MH Refeições;Vantage;1;150
2031-01-22;MH Refeições;Rondon R/R;1;0
2031-01-22;MH Refeições;Elisa Agro;1;240
2031-01-23;MH Refeições;Grupo Tamburi;1;660
2031-01-23;MH Refeições;Vantage;1;120
2031-01-23;MH Refeições;Rondon R/R;1;0
2031-01-23;MH Refeições;Elisa Agro;1;456
2031-01-24;MH Refeições;Grupo Tamburi;1;607
2031-01-24;MH Refeições;Vantage;1;150
2031-01-24;MH Refeições;Rondon R/R;1;24
2031-01-24;MH Refeições;Elisa Agro;1;384
2031-01-25;MH Refeições;Grupo Tamburi;1;660
2031-01-25;MH Refeições;Vantage;1;120
2031-01-25;MH Refeições;Rondon R/R;1;0
2031-01-25;MH Refeições;Elisa Agro;1;336
2031-01-26;MH Refeições;Grupo Tamburi;1;739
2031-01-26;MH Refeições;Vantage;1;150
2031-01-26;MH Refeições;Rondon R/R;1;0
2031-01-26;MH Refeições;Elisa Agro;1;360
2031-01-27;MH Refeições;Grupo Tamburi;1;765
2031-01-27;MH Refeições;Vantage;1;120
2031-01-27;MH Refeições;Rondon R/R;1;0
2031-01-27;MH Refeições;Elisa Agro;1;312
2031-01-28;MH Refeições;Grupo Tamburi;1;528
2031-01-28;MH Refeições;Vantage;1;150
2031-01-28;MH Refeições;Rondon R/R;1;0
2031-01-28;MH Refeições;Elisa Agro;1;432
2031-01-29;MH Refeições;Grupo Tamburi;1;580
2031-01-29;MH Refeições;Vantage;1;150
2031-01-29;MH Refeições;Rondon R/R;1;0
2031-01-29;MH Refeições;Elisa Agro;1;432
2031-01-30;MH Refeições;Grupo Tamburi;1;712
2031-01-30;MH Refeições;Vantage;1;150
2031-01-30;MH Refeições;Rondon R/R;1;0
2031-01-30;MH Refeições;Elisa Agro;1;408
2031-01-31;MH Refeições;Grupo Tamburi;1;765
2031-01-31;MH Refeições;Vantage;1;150
2031-01-31;MH Refeições;Rondon R/R;1;0
2031-01-31;MH Refeições;Elisa Agro;1;456
2031-02-01;MH Refeições;Grupo Tamburi;1;657
2031-02-01;MH Refeições;Vantage;1;162
2031-02-01;MH Refeições;Rondon R/R;1;26
2031-02-01;MH Refeições;Elisa Agro;1;416
2031-02-02;MH Refeições;Grupo Tamburi;1;572
2031-02-02;MH Refeições;Vantage;1;162
2031-02-02;MH Refeições;Rondon R/R;1;26
2031-02-02;MH Refeições;Elisa Agro;1;286
2031-02-03;MH Refeições;Grupo Tamburi;1;800
2031-02-03;MH Refeições;Vantage;1;162
2031-02-03;MH Refeições;Rondon R/R;1;0
2031-02-03;MH Refeições;Elisa Agro;1;468
2031-02-04;MH Refeições;Grupo Tamburi;1;629
2031-02-04;MH Refeições;Vantage;1;162
2031-02-04;MH Refeições;Rondon R/R;1;0
2031-02-04;MH Refeições;Elisa Agro;1;364
2031-02-05;MH Refeições;Grupo Tamburi;1;600
2031-02-05;MH Refeições;Vantage;1;162
2031-02-05;MH Refeições;Rondon R/R;1;26
2031-02-05;MH Refeições;Elisa Agro;1;286
2031-02-06;MH Refeições;Grupo Tamburi;1;600
2031-02-06;MH Refeições;Vantage;1;162
2031-02-06;MH Refeições;Rondon R/R;1;26
2031-02-06;MH Refeições;Elisa Agro;1;364
2031-02-07;MH Refeições;Grupo Tamburi;1;657
2031-02-07;MH Refeições;Vantage;1;130
2031-02-07;MH Refeições;Rondon R/R;1;0
2031-02-07;MH Refeições;Elisa Agro;1;260
2031-02-08;MH Refeições;Grupo Tamburi;1;772
2031-02-08;MH Refeições;Vantage;1;130
2031-02-08;MH Refeições;Rondon R/R;1;26
2031-02-08;MH Refeições;Elisa Agro;1;494
2031-02-09;MH Refeições;Grupo Tamburi;1;600
2031-02-09;MH Refeições;Vantage;1;130
2031-02-09;MH Refeições;Rondon R/R;1;26
2031-02-09;MH Refeições;Elisa Agro;1;442
2031-02-10;MH Refeições;Grupo Tamburi;1;572
2031-02-10;MH Refeições;Vantage;1;162
2031-02-10;MH Refeições;Rondon R/R;1;0
2031-02-10;MH Refeições;Elisa Agro;1;494
